Beds,Baths,SQFT,Lot_Size,Has_Garage,New_Construction,Days_on_Market,Property_Type,Asking_Price,Sold_Price,Difference_in_Price,Stories,Condition,Parking_Spaces,Central_Air,Tax_Value,Property Age,distance_from_downtown,distance_from_metro,regions
2.0,2.0,1980.0,827.0,Yes,No,7,Townhouse,685000.0,695000,10000.0,4,Average,0,Yes,629088,20,7.748028371335619,0.8054724693194711,VA
3.0,3.5,2220.0,5750.0,Yes,No,17,Single Family,850000.0,829000,-21000.0,3,Average,0,Yes,745839,81,5.365268803462675,1.4722213228863514,VA
3.0,3.5,1200.0,1458.0,No,No,7,Townhouse,799900.0,842000,42100.0,2,Average,0,Yes,805031,121,6.330785959253901,0.3458421533871681,VA
4.0,2.0,1653.0,6150.0,No,No,6,Single Family,1350000.0,1350000,0.0,3,Average,0,Yes,969485,81,6.219358162631222,0.48018823532998345,VA
3.0,1.5,1741.0,2875.0,No,No,5,Townhouse,639900.0,688500,48600.0,3,Very Good,0,Yes,619706,85,5.295664080320192,0.6064664399225539,VA
5.0,3.0,1890.0,7155.0,Yes,No,6,Single Family,1198500.0,1257000,58500.0,3,Average,0,Yes,1114763,91,6.270439704028184,0.7458510737849605,VA
5.0,2.0,3146.0,1661.0,No,No,3,Townhouse,667000.0,667000,0.0,3,Very Good,0,Yes,587659,22,7.341378371152108,1.3866472122642797,VA
5.0,2.0,952.0,8449.0,Yes,No,24,Single Family,825000.0,770000,-55000.0,2,Average,0,Yes,675849,68,6.6597663251367925,1.381420048994138,VA
3.0,3.5,3246.0,756.0,No,No,6,Townhouse,779000.0,802500,23500.0,3,Very Good,1,Yes,664037,41,5.882770233758082,0.5890623703642539,VA
3.0,1.5,605.0,741.0,No,No,5,Townhouse,750000.0,750000,0.0,4,Average,0,Yes,597545,40,5.804279508645545,0.43280361910175713,VA
3.0,2.0,1273.0,8625.0,No,No,15,Single Family,1695000.0,1650000,-45000.0,3,Average,0,Yes,1298314,73,4.680853047581785,1.2958896481689928,VA
4.0,3.5,2440.0,1162.0,No,No,3,Townhouse,739900.0,755000,15100.0,3,Very Good,1,Yes,680329,44,5.704676290580804,0.48243879261447103,VA
3.0,2.5,2862.0,1452.0,Yes,No,5,Townhouse,995000.0,1012000,17000.0,4,Average,0,Yes,1009439,22,6.239622296049877,0.5474949727879135,VA
3.0,4.5,2700.0,4559.0,Yes,No,6,Townhouse,849900.0,849900,0.0,3,Very Good,0,Yes,773894,79,5.101046767548947,0.5592978319473833,VA
2.0,4.0,2116.0,27496.0,No,No,10,Single Family,925000.0,925000,0.0,3,Excellent,0,Yes,551900,57,11.211734173931392,3.792767534058219,MD
5.0,2.0,2247.0,1606.0,No,No,53,Townhouse,795000.0,785000,-10000.0,4,Average,0,Yes,719813,21,7.803267286991878,0.7718489170429409,VA
3.0,1.0,700.0,1341.0,Yes,No,6,Townhouse,675000.0,675000,0.0,3,Average,0,Yes,618264,19,8.003472641861489,0.5572303465960331,VA
4.0,2.5,1194.0,2077.0,No,No,3,Townhouse,775000.0,815000,40000.0,3,Average,0,Yes,654895,71,7.091311657569887,0.4506401567868024,VA
2.0,3.5,1684.0,2073.0,No,No,4,Townhouse,650000.0,650000,0.0,3,Very Good,0,Yes,636043,31,6.80002308865553,1.3024442669470553,VA
3.0,2.5,1783.0,13524.0,Yes,No,7,Single Family,1225000.0,1230000,5000.0,3,Average,0,Yes,1019576,44,6.719109071378393,1.9238129937485855,VA
3.0,2.0,3200.0,824.0,Yes,No,11,Townhouse,675000.0,675000,0.0,4,Average,0,Yes,601557,21,7.608375345451238,0.943563891366867,VA
3.0,2.0,2470.0,7620.0,No,Yes,232,Single Family,1695000.0,1695000,0.0,3,Average,0,Yes,774544,83,5.069185628273078,1.462985613248077,VA
2.0,2.0,960.0,11262.0,Yes,No,4,Single Family,849000.0,905000,56000.0,2,Excellent,0,Yes,769042,66,6.5151488994592,1.0793093743327802,VA
3.0,4.0,1776.0,3250.0,No,No,3,Townhouse,360000.0,360000,0.0,2,Average,0,Yes,331556,67,7.377753244357826,1.2858034964455383,VA
3.0,2.5,2070.0,1611.0,No,No,15,Townhouse,737500.0,732500,-5000.0,3,Very Good,0,Yes,613681,27,6.931575453871164,1.384730886771445,VA
3.0,2.5,2924.0,0.0,Yes,No,22,Townhouse,650000.0,625000,-25000.0,4,Average,0,Yes,550342,11,4.362928469662918,1.135849041031372,VA
3.0,1.5,1206.0,1425.0,Yes,No,18,Townhouse,895000.0,878400,-16600.0,4,Average,0,Yes,798200,19,7.669967259713788,0.8837494709928128,VA
2.0,2.5,3048.0,0.0,Yes,No,15,Townhouse,495000.0,493500,-1500.0,2,Average,0,Yes,444974,22,7.636210355329271,0.915637363142005,VA
2.0,1.0,1102.0,1728.0,No,No,2,Townhouse,460000.0,476000,16000.0,2,Average,0,No,518701,80,4.62295489411844,0.4329305305131726,VA
2.0,3.5,1420.0,0.0,Yes,No,46,Townhouse,1050000.0,1011000,-39000.0,4,Excellent,0,Yes,963472,4,5.707354575689532,0.43294950744731947,VA
4.0,2.0,2750.0,0.0,Yes,No,5,Townhouse,750000.0,770125,20125.0,2,Excellent,0,Yes,706432,7,6.028487605080892,0.07476283703171552,VA
2.0,2.5,3248.0,1400.0,Yes,No,5,Townhouse,550000.0,550000,0.0,3,Very Good,0,Yes,506836,35,6.979325477999752,1.4780877201408062,VA
3.0,1.0,3000.0,1293.0,Yes,No,5,Townhouse,649900.0,657500,7600.0,4,Very Good,0,Yes,550673,21,8.467953112157035,0.09115201079514257,VA
4.0,4.5,1104.0,5029.0,No,No,6,Single Family,565000.0,565000,0.0,3,Good,0,Yes,448763,64,7.037694231838325,1.6793180444243125,VA
2.0,3.5,2294.0,2239.0,No,No,18,Townhouse,1580000.0,1470000,-110000.0,2,Average,0,Yes,1245491,141,7.238518977796368,0.988059908589013,VA
1.0,2.5,834.0,796.0,No,No,5,Townhouse,699000.0,710000,11000.0,3,Excellent,0,Yes,618022,41,5.898284957088197,0.5827858189048851,VA
2.0,1.0,1940.0,1512.0,Yes,No,34,Townhouse,785000.0,785500,500.0,4,Average,0,Yes,777178,21,7.856877538025058,0.7146383368343384,VA
4.0,3.5,2280.0,1292.0,No,No,7,Townhouse,549000.0,572100,23100.0,2,Very Good,0,Yes,497578,71,6.416766075794063,0.2994463037745472,VA
3.0,2.5,1088.0,1090.0,Yes,No,3,Townhouse,750000.0,750000,0.0,4,Average,0,Yes,650343,20,7.942590954394394,0.6115774547989242,VA
1.0,3.5,1170.0,5921.0,Yes,No,64,Single Family,1398500.0,1240000,-158500.0,3,Average,0,Yes,1042143,96,6.292696992855041,0.788156516834596,VA
4.0,1.0,1771.0,1663.0,No,No,3,Townhouse,1325000.0,1402000,77000.0,4,Average,1,Yes,1112416,54,6.514939689016939,0.6647391765121784,VA
2.0,2.0,2645.0,1733.0,Yes,No,3,Townhouse,745000.0,765000,20000.0,3,Average,0,Yes,674248,22,7.535203599178677,1.0171483894018387,VA
3.0,2.0,2101.0,827.0,Yes,No,5,Townhouse,665000.0,680000,15000.0,4,Average,0,Yes,592400,20,7.744016936462078,0.8101849237834242,VA
4.0,3.5,2046.0,5750.0,No,No,9,Single Family,909000.0,889000,-20000.0,2,Average,0,Yes,745978,56,5.611367390890709,1.3270575120822263,VA
3.0,2.0,4238.0,8050.0,No,No,9,Single Family,795000.0,810000,15000.0,3,Average,0,Yes,713925,70,5.830908689509489,1.415031240198475,VA
3.0,3.5,824.0,1856.0,No,No,77,Townhouse,599999.0,592800,-7199.0,3,Very Good,0,Yes,466923,80,4.751834779970529,0.26864031377567377,VA
3.0,2.5,4474.0,1141.0,Yes,No,1,Townhouse,649900.0,645000,-4900.0,3,Very Good,0,Yes,614086,21,5.451297026496736,0.6681278072615507,VA
2.0,2.0,3438.0,12000.0,Yes,No,4,Single Family,509000.0,545000,36000.0,2,Average,0,Yes,473115,63,7.575030642695968,1.6621926373356932,VA
2.0,2.0,930.0,2276.0,Yes,No,17,Townhouse,998000.0,962500,-35500.0,4,Very Good,0,Yes,898617,23,5.390915572415234,0.6960553491898521,VA
3.0,2.0,2200.0,2166.0,No,No,2,Townhouse,799000.0,880000,81000.0,3,Average,0,Yes,735300,110,2.581935709239014,0.4262455963686876,DC Other
5.0,3.0,1150.0,8617.0,Yes,No,23,Single Family,1025000.0,965000,-60000.0,2,Average,0,Yes,709184,45,6.259394959693437,2.2924578004563005,VA
2.0,3.5,2101.0,7405.0,No,No,5,Single Family,775000.0,818000,43000.0,3,Average,0,Yes,738982,82,4.985385013758757,1.5776465428357442,VA
4.0,3.0,1982.0,4752.0,No,No,2,Single Family,899900.0,950000,50100.0,3,Average,0,No,796515,96,6.191578819604978,0.5335353326063026,VA
3.0,3.5,2186.0,5000.0,No,No,6,Single Family,1275000.0,1600000,325000.0,4,Excellent,0,Yes,1005700,90,4.314190912981079,0.9816115479587059,DC Other
3.0,3.0,1060.0,22106.0,Yes,No,7,Single Family,575000.0,607000,32000.0,3,Average,0,Yes,532800,8,13.138007145579387,6.78475974550421,MD
4.0,3.0,925.0,8979.0,No,No,7,Single Family,975000.0,1000000,25000.0,3,Very Good,0,Yes,869349,76,5.0884895194231055,1.5156479704651338,VA
3.0,1.0,2040.0,1110.0,Yes,No,5,Townhouse,910000.0,910000,0.0,4,Excellent,0,Yes,789811,23,5.369710117899838,0.672739024475143,VA
4.0,3.5,6450.0,5750.0,No,No,3,Single Family,825000.0,850000,25000.0,3,Average,0,Yes,757126,81,5.457173939816024,1.4341392705163762,VA
3.0,5.5,3827.0,6595.0,Yes,No,17,Single Family,1199000.0,1115000,-84000.0,3,Very Good,0,Yes,958436,87,5.1260010909302105,0.5366973894354834,VA
3.0,3.5,6520.0,1349.0,No,No,6,Townhouse,600000.0,628000,28000.0,2,Average,0,Yes,537790,67,6.2654756054666265,0.35073015751164055,VA
2.0,1.0,984.0,1428.0,No,No,7,Townhouse,749900.0,770000,20100.0,3,Very Good,0,Yes,637833,53,5.697936937396574,0.7215468025147999,VA
1.0,3.5,2404.0,1651.0,No,No,1,Townhouse,750000.0,755000,5000.0,3,Average,0,No,684523,19,8.008850922911352,0.5483803624200286,VA
4.0,3.5,900.0,911.0,Yes,No,7,Townhouse,995000.0,1000000,5000.0,3,Average,0,Yes,950317,8,6.0312413334246,0.31288191766716467,VA
5.0,2.5,2978.0,8257.0,No,No,18,Single Family,974900.0,915000,-59900.0,3,Very Good,0,Yes,781309,93,5.610675968209659,0.801216078418099,VA
2.0,5.5,1471.0,1064.0,No,No,2,Townhouse,949900.0,950000,100.0,3,Very Good,0,Yes,764993,181,7.1120081947306835,0.7537495978908534,VA
2.0,3.0,2580.0,1575.0,No,No,7,Townhouse,639900.0,641000,1100.0,3,Very Good,0,Yes,631555,76,5.841440047675323,0.25928514956753745,VA
3.0,4.0,5834.0,10012.0,Yes,No,37,Single Family,1135000.0,1035000,-100000.0,3,Average,0,Yes,922292,48,6.735897042095136,1.981117972272014,VA
2.0,2.5,1960.0,2021.0,No,No,40,Townhouse,1298000.0,1200000,-98000.0,3,Very Good,0,Yes,1248654,53,7.148723663121367,0.9920252494722409,VA
5.0,3.5,1302.0,2812.0,No,No,25,Townhouse,1099000.0,1052500,-46500.0,3,Average,0,Yes,1142817,221,6.941164897310545,0.5657289762059755,VA
4.0,1.5,1283.0,23459.0,Yes,No,6,Single Family,1399900.0,1575000,175100.0,3,Excellent,0,Yes,1194300,59,8.284280297267564,3.0555139286453263,MD
3.0,1.0,2082.0,1914.0,No,No,11,Townhouse,499000.0,499000,0.0,3,Average,1,Yes,435130,50,11.346434423975113,3.891539339975433,VA
6.0,2.0,4004.0,3049.0,Yes,No,2,Townhouse,569000.0,597000,28000.0,3,Average,0,Yes,503170,21,21.752899906263814,6.201055108708052,VA
2.0,7.0,1069.0,9052.0,No,No,3,Single Family,1195000.0,1207000,12000.0,3,Average,0,Yes,1172294,81,4.894604886140225,1.3647528266130728,VA
2.0,1.0,1278.0,10519.0,Yes,No,15,Single Family,1595000.0,1565000,-30000.0,3,Very Good,0,Yes,1574168,21,6.2962453944876,1.1765670673950268,VA
3.0,2.5,3872.0,5600.0,Yes,No,4,Single Family,979900.0,986500,6600.0,3,Very Good,0,Yes,841556,81,4.678238511493288,1.2776281137892433,VA
5.0,4.0,2219.0,0.0,No,No,4,Townhouse,385000.0,385000,0.0,2,Average,0,Yes,340608,58,6.8680264684849766,1.8406585040696302,VA
2.0,5.0,387.0,8160.0,Yes,No,7,Single Family,570000.0,587000,17000.0,2,Very Good,0,Yes,506318,65,7.1322994356520555,1.4450406488387462,VA
4.0,3.0,1150.0,10073.0,Yes,No,20,Single Family,1125000.0,1087000,-38000.0,3,Very Good,0,Yes,1024404,50,6.619363958549761,2.0448705893937866,VA
6.0,3.5,1978.0,930.0,No,No,1,Townhouse,395000.0,395000,0.0,2,Average,0,No,346766,80,5.132632416270069,1.9573256674574082,VA
2.0,3.5,760.0,0.0,No,No,11,Townhouse,625000.0,617000,-8000.0,2,Average,1,Yes,572961,22,6.918742596943125,0.26535472911430014,VA
3.0,5.5,743.0,8820.0,No,No,86,Single Family,1475000.0,1400000,-75000.0,3,Very Good,0,Yes,1404456,81,5.02659353147017,1.4167921956698648,VA
3.0,4.5,1015.0,1400.0,No,No,10,Townhouse,680000.0,680000,0.0,2,Good,0,Yes,668479,141,6.978370484160531,0.8009764492003779,VA
6.0,3.5,978.0,5750.0,No,No,7,Single Family,874900.0,902500,27600.0,3,Very Good,0,Yes,805802,88,5.334350239660803,0.6411733508624494,VA
5.0,3.5,1093.0,9015.0,Yes,No,5,Single Family,1035000.0,1101000,66000.0,3,Very Good,0,Yes,982796,84,4.893670031719337,1.3627398200966319,VA
3.0,2.5,925.0,6711.0,No,No,77,Single Family,899000.0,839500,-59500.0,3,Average,0,Yes,699640,74,6.4565712413699305,1.5247485023172955,VA
2.0,4.0,642.0,0.0,Yes,No,9,Townhouse,515000.0,525000,10000.0,2,Very Good,0,Yes,497156,20,7.813660540788907,0.7443140521745538,VA
3.0,3.0,3725.0,26408.0,No,Yes,4,Single Family,1725000.0,1725000,0.0,3,Average,0,Yes,1182179,68,6.594891175193051,1.4252197295763591,VA
2.0,2.0,934.0,17250.0,Yes,No,6,Single Family,699900.0,753000,53100.0,2,Average,0,Yes,596790,53,13.216540619968539,3.2423032136338374,VA
5.0,1.5,1580.0,8088.0,Yes,No,5,Single Family,698900.0,720000,21100.0,3,Average,0,Yes,542100,21,24.709479277426095,8.366782394856235,MD
3.0,1.0,1352.0,20035.0,Yes,No,9,Single Family,1399998.0,1400000,2.0,2,Excellent,0,Yes,1075410,19,14.277642049846051,1.9083145321949777,VA
3.0,3.5,788.0,1224.0,Yes,No,4,Townhouse,685000.0,695000,10000.0,3,Average,0,Yes,619631,22,7.715030489870632,0.8385761779615466,VA
3.0,3.5,1190.0,848.0,Yes,No,7,Townhouse,479000.0,480000,1000.0,3,Average,0,Yes,436652,23,8.650071548660456,0.20033367328608837,VA
2.0,3.5,580.0,8188.0,No,No,5,Single Family,985000.0,990000,5000.0,3,Average,0,Yes,894475,65,5.247074910229908,1.3184196440491835,VA
3.0,3.5,1711.0,1702.0,Yes,No,8,Townhouse,1040000.0,1040000,0.0,3,Very Good,0,Yes,1118703,44,6.426803644981718,0.7696402279319778,VA
4.0,3.5,787.0,13058.0,Yes,No,6,Single Family,1090000.0,1110250,20250.0,3,Very Good,0,Yes,1070821,47,6.583714938922827,2.038787555331761,VA
4.0,2.0,1108.0,2027.0,No,No,7,Townhouse,695000.0,696200,1200.0,3,Very Good,0,Yes,620700,80,5.823716358997523,0.3914665575805444,VA
4.0,4.0,1610.0,5400.0,Yes,No,6,Single Family,699900.0,735000,35100.0,3,Very Good,0,Yes,655897,81,6.784588100267549,0.8514947014198051,VA
5.0,1.0,4750.0,15214.0,Yes,No,8,Single Family,699900.0,725000,25100.0,3,Average,0,Yes,606420,32,21.99340797134173,8.307070094282194,VA
2.0,2.0,1112.0,736.0,Yes,No,19,Townhouse,839999.0,850000,10001.0,3,Very Good,0,Yes,839249,9,6.133304440100279,0.3359302931134487,VA
3.0,4.5,588.0,4050.0,Yes,No,8,Townhouse,419000.0,420000,1000.0,3,Very Good,0,Yes,320000,16,14.02973592495981,4.241698884094885,MD
3.0,3.5,568.0,1368.0,No,No,16,Townhouse,950000.0,895000,-55000.0,3,Excellent,0,Yes,664100,108,1.578240988698368,0.7216484533561675,DC Other
3.0,1.5,1500.0,10456.0,No,No,20,Single Family,960000.0,912000,-48000.0,3,Very Good,0,Yes,929502,44,5.755107280529376,1.1925271853133412,VA
1.0,2.0,1097.0,6434.0,No,No,5,Single Family,1295000.0,1300000,5000.0,3,Very Good,0,Yes,1065440,101,5.880878458966377,0.5326580592365702,VA
2.0,1.0,1044.0,1321.0,Yes,No,27,Townhouse,850000.0,850000,0.0,3,Very Good,0,Yes,780108,25,5.912521813519439,0.6485254450933655,VA
3.0,1.5,940.0,6100.0,Yes,No,20,Single Family,1595000.0,1500000,-95000.0,3,Average,0,Yes,720971,90,5.147708456358682,0.549304719720607,VA
2.0,1.0,666.0,665.0,No,No,48,Townhouse,675000.0,650000,-25000.0,3,Very Good,0,Yes,642054,36,5.8683466088310725,0.44808945329105493,VA
1.0,1.0,1027.0,3496.0,No,No,167,Single Family,2495000.0,1995000,-500000.0,3,Average,0,Yes,2114930,141,6.581234246791696,0.7913496656018024,VA
1.0,1.0,852.0,543.0,No,No,6,Townhouse,699000.0,728000,29000.0,1,Average,0,Yes,723430,55,1.5432643771886188,1.034975513937637,DC Other
2.0,2.0,832.0,1771.0,No,No,225,Townhouse,1299900.0,1110000,-189900.0,3,Very Good,0,Yes,1033631,56,6.633634080726616,0.9162535458078235,VA
